m_bError = False | m_ID = 1 | m_mName = Hero_mName_1 | m_SkinId = 1011 | m_PreLoadID = 1 | m_Prefabs = hero_gongjianshou | m_Size = 0.75 | m_GuideType = 1 | m_Head = Atlas_HeadIcon/HeroHead001 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero011 | m_LargeMap = Hero011 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/gongshou | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 5 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 1 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 260 | m_MoveSpeed = 240 | m_BasePhyAtt = 117 | m_BaseMagAtt = 0 | m_AttSpeed = 10625 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 17 | m_MagBaseShield = 10 | m_BaseHp = 2524 | m_FightHpRec = 30 | m_BaseMp = 445 | m_FightMpRec = 15 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 1550 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 26500 | m_PhyLevelShield = 324 | m_MagLevelShield = 170 | m_LevelHp = 13850 | m_HPLevelRec = 112 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_1 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 12 | m_mName = Hero_mName_12 | m_SkinId = 1121 | m_PreLoadID = 12 | m_Prefabs = hero_qiuyuan | m_Size = 0.82 | m_GuideType = 1 | m_Head = Atlas_HeadIcon/HeroHead012 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero121 | m_LargeMap = Hero121 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/gongshou | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 5 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 1 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 250 | m_MoveSpeed = 240 | m_BasePhyAtt = 116 | m_BaseMagAtt = 0 | m_AttSpeed = 10625 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 17 | m_MagBaseShield = 10 | m_BaseHp = 2522 | m_FightHpRec = 30 | m_BaseMp = 439 | m_FightMpRec = 15 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 1330 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 25000 | m_PhyLevelShield = 340 | m_MagLevelShield = 170 | m_LevelHp = 14250 | m_HPLevelRec = 112 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_12 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 13 | m_mName = Hero_mName_13 | m_SkinId = 1131 | m_PreLoadID = 13 | m_Prefabs = hero_cowboy | m_Size = 0.77 | m_GuideType = 1 | m_Head = Atlas_HeadIcon/HeroHead013 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero131_add | m_LargeMap = Hero131_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/gongshou | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 5 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 1 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 250 | m_MoveSpeed = 240 | m_BasePhyAtt = 115 | m_BaseMagAtt = 0 | m_AttSpeed = 10525 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 20 | m_MagBaseShield = 10 | m_BaseHp = 2530 | m_FightHpRec = 36 | m_BaseMp = 450 | m_FightMpRec = 15 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 1450 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 28200 | m_PhyLevelShield = 341 | m_MagLevelShield = 170 | m_LevelHp = 14280 | m_HPLevelRec = 114 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_13 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 14 | m_mName = Hero_mName_14 | m_SkinId = 1141 | m_PreLoadID = 14 | m_Prefabs = hero_angel | m_Size = 0.77 | m_GuideType = 1 | m_Head = Atlas_HeadIcon/HeroHead014 | m_HeadExt = Atlas_HeadIcon/HeroHead014 | m_SmallMap = Hero141_add | m_LargeMap = Hero141_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/fuzhu | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 6 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 2 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 245 | m_BasePhyAtt = 117 | m_BaseMagAtt = 0 | m_AttSpeed = 9900 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 15 | m_MagBaseShield = 10 | m_BaseHp = 2441 | m_FightHpRec = 36 | m_BaseMp = 545 | m_FightMpRec = 23 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 725 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 10000 | m_PhyLevelShield = 310 | m_MagLevelShield = 170 | m_LevelHp = 13050 | m_HPLevelRec = 150 | m_LevelMp = 13500 | m_MPLevelRec = 130 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_14 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 15 | m_mName = Hero_mName_15 | m_SkinId = 1151 | m_PreLoadID = 15 | m_Prefabs = hero_eudora | m_Size = 0.75 | m_GuideType = 1 | m_Head = Atlas_HeadIcon/HeroHead015 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero151 | m_LargeMap = Hero151 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/fashi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 4 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 2 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 250 | m_BasePhyAtt = 112 | m_BaseMagAtt = 0 | m_AttSpeed = 10000 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 19 | m_MagBaseShield = 10 | m_BaseHp = 2524 | m_FightHpRec = 38 | m_BaseMp = 468 | m_FightMpRec = 16 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 585 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 10000 | m_PhyLevelShield = 332 | m_MagLevelShield = 170 | m_LevelHp = 14250 | m_HPLevelRec = 161 | m_LevelMp = 14000 | m_MPLevelRec = 90 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_15 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 16 | m_mName = Hero_mName_16 | m_SkinId = 1161 | m_PreLoadID = 16 | m_Prefabs = hero_zhaoyun | m_Size = 0.77 | m_GuideType = 1 | m_Head = Atlas_HeadIcon/HeroHead016 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero161 | m_LargeMap = Hero161 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 1 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 28 | m_BaseSpeed = 270 | m_MoveSpeed = 265 | m_BasePhyAtt = 123 | m_BaseMagAtt = 0 | m_AttSpeed = 12050 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 25 | m_MagBaseShield = 10 | m_BaseHp = 2689 | m_FightHpRec = 35 | m_BaseMp = 405 | m_FightMpRec = 16 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 665 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 33000 | m_PhyLevelShield = 385 | m_MagLevelShield = 170 | m_LevelHp = 20200 | m_HPLevelRec = 203 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_16 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 17 | m_mName = Hero_mName_17 | m_SkinId = 1171 | m_PreLoadID = 17 | m_Prefabs = hero_fanny | m_Size = 0.75 | m_GuideType = 1 | m_Head = Atlas_HeadIcon/HeroHead017 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero171_add | m_LargeMap = Hero171_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/cike | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 3 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 1 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 260 | m_MoveSpeed = 265 | m_BasePhyAtt = 126 | m_BaseMagAtt = 0 | m_AttSpeed = 11175 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 19 | m_MagBaseShield = 10 | m_BaseHp = 2526 | m_FightHpRec = 33 | m_BaseMp = 0 | m_FightMpRec = 0 | m_XpMax = 100 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 1325 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 23000 | m_PhyLevelShield = 290 | m_MagLevelShield = 170 | m_LevelHp = 13100 | m_HPLevelRec = 213 | m_LevelMp = 0 | m_MPLevelRec = 0 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_17 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 18 | m_mName = Hero_mName_18 | m_SkinId = 1181 | m_PreLoadID = 18 | m_Prefabs = hero_shooter | m_Size = 0.79 | m_GuideType = 1 | m_Head = Atlas_HeadIcon/HeroHead018 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero181 | m_LargeMap = Hero181 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/gongshou | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 5 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 1 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 250 | m_MoveSpeed = 240 | m_BasePhyAtt = 118 | m_BaseMagAtt = 0 | m_AttSpeed = 10625 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 15 | m_MagBaseShield = 10 | m_BaseHp = 2500 | m_FightHpRec = 27 | m_BaseMp = 424 | m_FightMpRec = 14 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 1050 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 22000 | m_PhyLevelShield = 315 | m_MagLevelShield = 170 | m_LevelHp = 13350 | m_HPLevelRec = 102 | m_LevelMp = 10000 | m_MPLevelRec = 115 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_18 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 19 | m_mName = Hero_mName_19 | m_SkinId = 1191 | m_PreLoadID = 19 | m_Prefabs = hero_minotaur | m_Size = 0.87 | m_GuideType = 1 | m_Head = Atlas_HeadIcon/HeroHead019 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero191_add | m_LargeMap = Hero191_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/tanke | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 1 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 3 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 34 | m_BaseSpeed = 280 | m_MoveSpeed = 260 | m_BasePhyAtt = 123 | m_BaseMagAtt = 0 | m_AttSpeed = 9125 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 23 | m_MagBaseShield = 10 | m_BaseHp = 2709 | m_FightHpRec = 44 | m_BaseMp = 0 | m_FightMpRec = 0 | m_XpMax = 100 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 520 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 18300 | m_PhyLevelShield = 383 | m_MagLevelShield = 170 | m_LevelHp = 24900 | m_HPLevelRec = 300 | m_LevelMp = 0 | m_MPLevelRec = 0 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_19 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 20 | m_mName = Hero_mName_20 | m_SkinId = 1201 | m_PreLoadID = 20 | m_Prefabs = hero_newlolita | m_Size = 0.75 | m_GuideType = 1 | m_Head = Atlas_HeadIcon/HeroHead020 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero201_add | m_LargeMap = Hero201_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/tanke | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 1 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 3 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 26 | m_BaseSpeed = 280 | m_MoveSpeed = 260 | m_BasePhyAtt = 115 | m_BaseMagAtt = 0 | m_AttSpeed = 9825 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 27 | m_MagBaseShield = 10 | m_BaseHp = 2679 | m_FightHpRec = 48 | m_BaseMp = 480 | m_FightMpRec = 12 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 690 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 13000 | m_PhyLevelShield = 285 | m_MagLevelShield = 170 | m_LevelHp = 22800 | m_HPLevelRec = 300 | m_LevelMp = 10000 | m_MPLevelRec = 120 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_20 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 21 | m_mName = Hero_mName_21 | m_SkinId = 1211 | m_PreLoadID = 21 | m_Prefabs = hero_ninja | m_Size = 0.8 | m_GuideType = 1 | m_Head = Atlas_HeadIcon/HeroHead021 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero211_add | m_LargeMap = Hero211_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/cike | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 3 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 1 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 260 | m_BasePhyAtt = 117 | m_BaseMagAtt = 0 | m_AttSpeed = 10675 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 17 | m_MagBaseShield = 10 | m_BaseHp = 2629 | m_FightHpRec = 37 | m_BaseMp = 0 | m_FightMpRec = 0 | m_XpMax = 100 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 1260 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 17000 | m_PhyLevelShield = 332 | m_MagLevelShield = 170 | m_LevelHp = 15650 | m_HPLevelRec = 227 | m_LevelMp = 10800 | m_MPLevelRec = 98 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_21 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 22 | m_mName = Hero_mName_22 | m_SkinId = 1221 | m_PreLoadID = 22 | m_Prefabs = hero_freya | m_Size = 0.8 | m_GuideType = 1 | m_Head = Atlas_HeadIcon/HeroHead022 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero221_add | m_LargeMap = Hero221_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 1 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 28 | m_BaseSpeed = 270 | m_MoveSpeed = 260 | m_BasePhyAtt = 109 | m_BaseMagAtt = 0 | m_AttSpeed = 10950 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 22 | m_MagBaseShield = 10 | m_BaseHp = 2801 | m_FightHpRec = 49 | m_BaseMp = 462 | m_FightMpRec = 14 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 765 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 38000 | m_PhyLevelShield = 356 | m_MagLevelShield = 170 | m_LevelHp = 22600 | m_HPLevelRec = 229 | m_LevelMp = 10000 | m_MPLevelRec = 99 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_22 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 23 | m_mName = Hero_mName_23 | m_SkinId = 1231 | m_PreLoadID = 23 | m_Prefabs = hero_mage | m_Size = 0.84 | m_GuideType = 1 | m_Head = Atlas_HeadIcon/HeroHead023 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero231_add | m_LargeMap = Hero231_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/fashi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 4 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 2 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 240 | m_BasePhyAtt = 110 | m_BaseMagAtt = 0 | m_AttSpeed = 9650 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 13 | m_MagBaseShield = 10 | m_BaseHp = 2478 | m_FightHpRec = 32 | m_BaseMp = 570 | m_FightMpRec = 25 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 615 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 9500 | m_PhyLevelShield = 315 | m_MagLevelShield = 170 | m_LevelHp = 13000 | m_HPLevelRec = 150 | m_LevelMp = 12500 | m_MPLevelRec = 118 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_23 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 24 | m_mName = Hero_mName_24 | m_SkinId = 1241 | m_PreLoadID = 24 | m_Prefabs = hero_assassin | m_Size = 0.8 | m_GuideType = 1 | m_Head = Atlas_HeadIcon/HeroHead024 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero241_add | m_LargeMap = Hero241_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/cike | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 3 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 1 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 260 | m_MoveSpeed = 260 | m_BasePhyAtt = 121 | m_BaseMagAtt = 0 | m_AttSpeed = 11075 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 18 | m_MagBaseShield = 10 | m_BaseHp = 2589 | m_FightHpRec = 35 | m_BaseMp = 486 | m_FightMpRec = 16 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 1050 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 21500 | m_PhyLevelShield = 325 | m_MagLevelShield = 170 | m_LevelHp = 15460 | m_HPLevelRec = 225 | m_LevelMp = 10200 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_24 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 25 | m_mName = Hero_mName_25 | m_SkinId = 1251 | m_PreLoadID = 25 | m_Prefabs = hero_kagura | m_Size = 0.75 | m_GuideType = 1 | m_Head = Atlas_HeadIcon/HeroHead025 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero251_add | m_LargeMap = Hero251_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/fashi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 4 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 2 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 240 | m_BasePhyAtt = 118 | m_BaseMagAtt = 0 | m_AttSpeed = 10200 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 19 | m_MagBaseShield = 10 | m_BaseHp = 2556 | m_FightHpRec = 35 | m_BaseMp = 519 | m_FightMpRec = 21 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 805 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 10000 | m_PhyLevelShield = 299 | m_MagLevelShield = 170 | m_LevelHp = 13430 | m_HPLevelRec = 210 | m_LevelMp = 11700 | m_MPLevelRec = 130 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_25 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
